,sku,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
0,115231,Ivermectina 6mg Vitamedic 4 Comprimidos,Vitamedic,Drogal,32.9,32.9,0.0,Compre Ivermectina 6mg Vitamedic 4 Comprimidos com melhor preço e condição na farmácia online Drogal.
1,4430052,Tadalafila 5mg Eurofarma 30 Comprimidos Revestidos,Eurofarma - Generico,Drogal,347.61,347.61,0.0,Compre Tadalafila 5mg Eurofarma 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
2,9985059,Glifage XR 500mg 30 Comprimidos De Ação Prolongada,Glifage,Drogal,11.18,11.18,0.0,Compre Glifage XR 500mg 30 Comprimidos De Ação Prolongada com melhor preço e condição na farmácia online Drogal.
3,2190788,"Neosoro Adulto 0,5mg/ml Solução Nasal Gotas 30ml",Neosoro,Drogal,11.55,11.55,0.0,"Compre Neosoro Adulto 0,5mg/ml Solução Nasal Gotas 30ml com melhor preço e condição na farmácia online Drogal."
4,10137,Rosuvastatina Cálcica 20mg Torrent 30 Comprimidos Revestidos,Torrent,Drogal,100.23,100.23,0.0,Compre Rosuvastatina Cálcica 20mg Torrent 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
5,9981422,Fluconazol 150mg Cimed 2 Cápsulas Duras,Cimed - Generico,Drogal,20.03,20.03,0.0,Compre Fluconazol 150mg Cimed 2 Cápsulas Duras com melhor preço e condição na farmácia online Drogal.
6,12573,Tadalafila 20mg Eurofarma 4 Comprimidos Revestidos,Eurofarma - Generico,Drogal,185.37,185.37,0.0,Compre Tadalafila 20mg Eurofarma 4 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
7,930490,Aradois 50mg 30 Comprimidos Revestidos,Aradois,Drogal,56.17,56.17,0.0,Compre Aradois 50mg 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
8,10136,Rosuvastatina Cálcica 10mg Torrent 30 Comprimidos Revestidos,Torrent,Drogal,57.23,57.23,0.0,Compre Rosuvastatina Cálcica 10mg Torrent 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
9,9992973,Rivaroxabana 20mg Eurofarma 30 Comprimidos Revestidos,Eurofarma,Drogal,220.65,220.65,0.0,Compre Rivaroxabana 20mg Eurofarma 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
10,673200,Pantoprazol Sódico Sesqui-Hidratado 40mg Medley 28 Comprimidos Revestidos,Medley - Generico,Drogal,41.31,41.31,0.0,Compre Pantoprazol Sódico Sesqui-Hidratado 40mg Medley 28 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
11,10324,Nimesulida 100mg Cimed 12 Comprimidos,Cimed,Drogal,21.67,21.67,0.0,Compre Nimesulida 100mg Cimed 12 Comprimidos com melhor preço e condição na farmácia online Drogal.
12,673170,Pantoprazol 20mg Medley 28 Comprimidos,Medley - Generico,Drogal,26.5,26.5,0.0,"Pantoprazol é Indicado para:
- Alívio dos sintomas por problemas no estômago e no início do intestino (problemas gastrintestinais) que dependem da
secreção do ácido produzido pelo estômago.
- Gastrites (inflamação do estômago) ou gastroduodenites (inflamação do estômago e do início do intestino) agudas ou
crônicas e dispepsias não-ulcerosas (dor ou desconforto na região do estômago que não está relacionada com a presença
de úlceras).
- Tratamento do refluxo gastroesofágico sem esofagite (doença causada pela volta do conteúdo do estômago para o esôfago sem causar lesão no esôfago), das esofagites leves (inflamação leve no esôfago) e na manutenção de pacientes com esofagite de refluxo cicatrizada, prevenindo as recidivas, em adultos e pacientes pediátricos acima de 5 anos.
- Prevenção das lesões agudas que ocorrem no revestimento do estômago e do início do intestino, induzidas por
medicamentos como os anti-inflamatórios não-hormonais."
13,621218,Loratamed 10mg 12 Comprimidos,Loratamed,Drogal,20.33,20.33,0.0,Compre Loratamed 10mg 12 Comprimidos com melhor preço e condição na farmácia online Drogal.
14,2194465,Losartana Potássica 50mg Neo Química 30 Comprimidos,Neo  Química,Drogal,8.85,8.85,0.0,Compre Losartana Potássica 50mg Neo Química 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
15,5530057,Citrato de Sildenafila 50mg Neo Química 4 Comprimidos,Atensina,Drogal,9.97,9.97,0.0,"Compre Atensina 0,100mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal."
16,380172,"Atensina 0,100mg 30 Comprimidos",Neo  Química,Drogal,30.64,30.64,0.0,Compre Citrato de Sildenafila 50mg Neo Química 4 Comprimidos com melhor preço e condição na farmácia online Drogal.
17,1390001,Cloridrato de Lidocaína - Cristália 20mg/g gel bisnaga com 30g + aplicador,Cristalia,Drogal,22.6,22.6,0.0,"O cloridrato de lidocaína é indicado como anestésico de superfície e lubrificante para a uretra feminina e masculina durante cistoscopia, cateterização, exploração por sonda e para o tratamento sintomático da dor em conexão com cistite e uretrite."
18,12536,Narix Adulto 30ml,Narix,Drogal,9.47,9.47,0.0,Compre Narix Adulto 30ml com melhor preço e condição na farmácia online Drogal.
19,4075072,Finasterida 1mg EMS 30 Comprimidos,EMS,Drogal,70.04,70.04,0.0,Compre Finasterida 1mg EMS 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
20,683280,Sildenafila 50mg Eurofarma 4 Comprimidos,Eurofarma - Generico,Drogal,30.54,30.54,0.0,"O citrato de sildenafila está indicado para o tratamento da disfunção erétil, que se entende como sendo a incapacidade de obter ou manter uma ereção (rigidez do pênis) suficiente para um desempenho sexual satisfatório. Na Drogal você encontra os melhores medicamentos."
21,681938,Losartana Potássica 50mg Eurofarma 30 Comprimidos,Eurofarma - Generico,Drogal,21.75,21.75,0.0,Compre Losartana Potássica 50mg Eurofarma 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
22,681997,Nimesulida 100mg Eurofarma 12 Comprimidos,Eurofarma - Generico,Drogal,31.78,31.78,0.0,"Este medicamento é destinado ao tratamento de uma variedade de condições que requeiram atividade anti-inflamatória (contra a inflamação), analgésica (contra a dor) e antipirética (contra a febre). Na Drogal você encontra os melhores medicamentos."
23,3080020,Hidroclorotiazida 25mg Medley 30 Comprimidos﻿,Medley,Drogal,5.4,5.4,0.0,Compre Hidroclorotiazida 25mg Medley 30 Comprimidos﻿ com melhor preço e condição na farmácia online Drogal.
24,9981351,Aciclovir 200mg Cimed 30 Comprimidos,Cimed,Drogal,108.0,108.0,0.0,Compre Aciclovir 200mg Cimed 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
25,381047,"Atensina 0,150mg 30 Comprimidos",Atensina,Drogal,12.44,12.44,0.0,"Compre Atensina 0,150mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal."
26,1470009,Omeprazol 20mg Teuto 56 Cápsulas Duras,Teuto Generico,Drogal,41.46,41.46,0.0,"Omeprazol é indicado para tratar certas condições em que ocorra muita produção de ácido no estômago. É usado para tratar úlceras gástricas (estômago) e duodenais (intestino) e refluxo gastroesofágico (quando o suco gástrico do estômago volta para o esôfago). Muitas vezes o omeprazol é usado também na combinação com outros antibióticos para tratar as úlceras associadas às infecções causadas pela bactéria Helycobacter pylori. O omeprazol também pode ser usado para tratar a doença de Zollinger-Ellison, que ocorre quando o estômago passa a produzir ácido em excesso. Também é utilizado para tratar dispepsia, condição que causa acidez, azia, arrotos ou indigestão. Pode ser usado também para evitar sangramento do trato gastrintestinal superior em pacientes seriamente doentes."
27,161861,Qlaira 28 Comprimidos Revestidos,Qlaira,Drogal,70.71,70.71,0.0,Compre Qlaira 28 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
28,870323,Citoneurin 5.000mcg Solução Injetável 3 Ampolas,Citoneurin,Drogal,19.26,19.26,0.0,Compre Citoneurin 5.000mcg Solução Injetável 3 Ampolas com melhor preço e condição na farmácia online Drogal.
29,4081242,Atenolol 25mg Sandoz 30 comprimidos,Sandoz - Generico,Drogal,20.09,20.09,0.0,Compre Atenolol 25mg Sandoz 30 comprimidos com melhor preço e condição na farmácia online Drogal.
30,9986596,Rosuvastatina Cálcica 20mg Althaia 30 Comprimidos,Althaia,Drogal,74.66,74.66,0.0,Compre Rosuvastatina Cálcica 20mg Althaia 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
31,2193930,Torsilax 30 Comprimidos,Torsilax,Drogal,33.29,33.29,0.0,Compre Torsilax 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
32,9981375,"Maleato de Dexclorfeniramina + Betametasona 0,4mg/mL + 0,05mg/mL Cimed Frasco 120ml de Xarope + Copo Medidor",Cimed - Generico,Drogal,14.0,14.0,0.0,"Maleato de dexclorfeniramina + betametasona xarope é indicado no tratamento adjuvante de doenças alérgicas do aparelho respiratório, como asma brônquica grave e rinite alérgica; nas doenças alérgicas da pele, como dermatite atópica (eczema), dermatite de contato, reações medicamentosas e doença do soro; e nas doenças alérgicas inflamatórias oculares, como ceratites (inflamações da córnea), conjuntiva (conjuntivite) e das porções internas do olho (irite nãogranulomatosa, coriorretinite, iridociclite, coroidite e uveíte). Nestas doenças oculares, maleato de dexclorfeniramina + betametasona inibe a fase aguda da inflamação, contribuindo para preservar a integridade funcional do globo ocular, enquanto se realiza o tratamento da infecção ou de distúrbio por outra causa com terapia específica. Na Drogal você encontra os melhores medicamentos."
33,675520,Alopurinol 100mg Medley 30 comprimidos,Medley - Generico,Drogal,10.6,10.6,0.0,Compre Alopurinol 100mg Medley 30 comprimidos com melhor preço e condição na farmácia online Drogal.
34,9985757,Besilato de Anlodipino 5mg Vitamedic 30 Comprimidos,Vitamedic,Drogal,24.53,24.53,0.0,Besilato de anlodipino é indicado no tratamento de pressão alta e angina de peito devido à isquemia miocárdica (falta de sangue no coração). Compre na farmácia online Drogal.
35,9981383,Cetoconazol 20mg/ml Cimed Shampoo Anticaspa 100ml,Cimed,Drogal,29.24,29.24,0.0,Compre Cetoconazol 20mg/ml Cimed Shampoo Anticaspa 100ml com melhor preço e condição na farmácia online Drogal.
36,2470080,Ciclo 21 015 + 003mg caixa com 21 comprimidos,União Química,Drogal,10.19,10.19,0.0,Ciclo 21 está indicado como contraceptivo oral e para o controle de irregularidades menstruais.
37,9985191,Fluconazol 150mg Vitamedic 2 Cápsulas Duras,Vitamedic,Drogal,16.65,16.65,0.0,Fluconazol 150mg é indicado para o tratamento de Candidíase vaginal. Compre na farmácia online Drogal.
38,9985564,Finasterida 1mg União Química 30 Comprimidos,União Química,Drogal,71.82,71.82,0.0,Compre Finasterida 1mg União Química 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
39,9984113,Ciprofibrato 100mg 30 Comprimidos - Biolab,Biolab,Drogal,55.27,55.27,0.0,Ciprofibrato é um medicamento utilizado para alívio de hipertrigliceridemia severa isolada (alteração nos níveis do sangue) e hiperlipidemia mista (alto nível de gorduras no sangue). Na Drogal você encontra os melhores produtos.
40,4070003,Atorvastatina Cálcica 20mg EMS 30 Comprimidos Revestidos,Ems - Genericos,Drogal,74.15,74.15,0.0,Compre Atorvastatina Cálcica 20mg EMS 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
41,9986594,Rosuvastatina Cálcica 10mg 30 Comprimidos - Althaia,Althaia,Drogal,51.4,51.4,0.0,Rosuvastatina Cálcica deve ser usado como auxiliar à dieta quando a resposta à dieta e aos exercícios é inadequada.
42,,Losartana Potássica 50mg Biosintética 30 Comprimidos Revestidos,Biosintetica - Generico,Drogal,,,,Compre Losartana Potássica 50mg Biosintética 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
43,790029,Forxiga 10mg 30 Comprimidos Revestidos,Forxiga,Drogal,221.02,221.02,0.0,Compre Forxiga 10mg 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
44,4070038,Acetato De Dexametasona 1mg/g EMS Creme Dermatológico 10g,Ems - Genericos,Drogal,12.1,12.1,0.0,Compre Acetato De Dexametasona 1mg/g EMS Creme Dermatológico 10g com melhor preço e condição na farmácia online Drogal.
45,303399,Slow-K 600mg 20 Drágeas,Slow-K,Drogal,17.87,17.87,0.0,Compre Slow-K 600mg 20 Drágeas com melhor preço e condição na farmácia online Drogal.
46,4075455,Ácido Acetilsalicílico 100mg EMS  10 comprimidos,Ems - Genericos,Drogal,3.51,3.51,0.0,"Confira nossos medicamento e parcele em até 3x sem juros nas compras acima de R$ 90,00 na DROGAL."
47,801364,Muvinlax 20 sachês com 14g,Cimed - Generico,Drogal,36.84,36.84,0.0,"Omeprazol é utilizado para tratar úlceras gástricas e duodenais e refluxo gastroesofágico. Também pode ser usado para tratar a doença de Zollinger-Ellison, que ocorre quando o estômago passa a produzir ácido em excesso."
48,9985835,Omeprazol 20mg Cimed 56 Cápsulas,Libbs,Drogal,49.4,49.4,0.0,"Muvinlax ® é um laxante composto por macrogol indicado para o tratamento da constipação intestinal, e impactação fecal. Possui efeito osmótico não irritativo, retendo água no intestino e assim, aumentando a frequência de evacuação. Disponível em sabor limão e embalagens contendo 20 sachês com 14 g cada."
49,9983446,Cetoprofeno 150mg Medley 10 Comprimidos,globo,Drogal,20.79,20.79,0.0,Compre Nimesulida 100mg Globo 12 Comprimidos com melhor preço e condição na farmácia online Drogal.
50,9993735,Nimesulida 100mg Globo 12 Comprimidos,Medley,Drogal,37.35,37.35,0.0,Compre Cetoprofeno 150mg Medley 10 Comprimidos com melhor preço e condição na farmácia online Drogal.
51,673609,Bromoprida 10mg Medley 20 cápsulas,Medley - Generico,Drogal,23.61,23.61,0.0,"A bromoprida está indicada para:
- Distúrbios da motilidade gastrintestinal (alteração na movimentação do estômago e intestino);
- Refluxo gastroesofágico (presença de conteúdo ácido dentro do esôfago proveniente do estômago);
- Náuseas e vômitos de origem central e periférica (cirurgias, metabólicas, infecciosas e problemas secundários ao uso de medicamentos). A bromoprida é utilizada também para facilitar os procedimentos radiológicos do trato gastrintestinal."
52,3040007,Tadalafila 5mg Medley 30 Comprimidos Revestidos,Medley - Generico,Drogal,85.24,85.24,0.0,A tadalafila 5 mg é indicada para o tratamento da disfunção erétil. A tadalafila 5 mg é indicada para o tratamento dos sinais e sintomas da hiperplasia prostática benigna (HPB) em homens adultos incluindo aqueles com disfunção erétil.
53,21253,Decongex Plus Xarope 120ml,Decongex,Drogal,24.74,24.74,0.0,Compre Decongex Plus Xarope 120ml com melhor preço e condição na farmácia online Drogal.
54,4070017,Atorvastatina Cálcica 40mg EMS 30 Comprimidos Revestidos,EMS,Drogal,148.92,148.92,0.0,Compre Atorvastatina Cálcica 40mg EMS 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
55,2680052,Colact Sabor Ameixa 120ml,União Química,Drogal,49.89,49.89,0.0,Compre Colact Sabor Ameixa 120ml com melhor preço e condição na farmácia online Drogal.
56,552577,"Avamys 27,5mcg spray nasal com 120 doses",Glaxo Smithkline,Drogal,70.72,70.72,0.0,O furoato de fluticasona é um corticosteroide com potente ação anti-inflamatória. Sua ação tem início a partir de 8 horas após a primeira administração. Podem ser necessários vários dias de tratamento para que se obtenha o benefício máximo.
57,9982025,Stilgrip Granulado  1 Sachê,Kley Hertz,Drogal,2.75,2.75,0.0,Encontre os medicamentos que você precisa aqui na DROGAL. Compre rápido e fácil.
58,9990740,Sinvastatina 20mg EMS 30 Comprimidos,Ems - Genericos,Drogal,44.63,44.63,0.0,Compre Sinvastatina 20mg EMS 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
59,621439,Nevralgex 30 Comprimidos,Nevralgex,Drogal,23.2,23.2,0.0,Compre Nevralgex 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
60,9985823,Rosuvastatina Cálcica 20mg Cimed 30 Comprimidos,Cimed,Drogal,218.6,218.6,0.0,Compre Rosuvastatina Cálcica 20mg Cimed 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
61,9992997,Rivaroxabana 20mg EMS 30 Comprimidos Revestidos,Ems - Genericos,Drogal,220.65,220.65,0.0,Compre Rivaroxabana 20mg EMS 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
62,4077296,Atorvastatina Cálcica 10mg EMS 30 Comprimidos Revestidos,Cimed,Drogal,27.76,27.76,0.0,Compre Aciclovir Creme 50mg Cimed 10mg com melhor preço e condição na farmácia online Drogal.
63,9981352,Aciclovir Creme 50mg Cimed 10mg,Eurofarma - Generico,Drogal,54.22,54.22,0.0,"Mesilato de doxazosina é indicado para o tratamento dos sintomas da hiperplasia prostática benigna - HPB - (doença caracterizada pelo aumento benigno da próstata), assim como para o tratamento da redução do fluxo urinário associada à HPB. Na Drogal você encontra os melhores medicamentos."
64,550043,Aerolin 100mcg/dose spray 200 doses,Ems - Genericos,Drogal,74.15,74.15,0.0,Compre Atorvastatina Cálcica 10mg EMS 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
65,9983069,Mesilato Doxazosina 2mg Eurofarma 30 Comprimidos,Glaxo Smithkline,Drogal,26.9,26.9,0.0,Compre Aerolin 100mcg/dose spray 200 doses com melhor preço e condição na farmácia online Drogal.
66,3040009,Tadalafila 20mg Medley 4 Comprimidos Revestidos,Sandoz - Generico,Drogal,118.27,118.27,0.0,Compre Sinvastatina 20mg Sandoz 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
67,4090006,Sinvastatina 20mg Sandoz 30 Comprimidos Revestidos,Medley - Generico,Drogal,55.56,55.56,0.0,A tadalafila é indicada para o tratamento da disfunção erétil.
68,161144,Aspirina Prevent 100mg 30 Comprimidos Revestidos,Aspirina,Drogal,23.29,23.29,0.0,Compre Aspirina Prevent 100mg 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
69,110069,Bissulfato de Clopidogrel 75mg Biolab 30 Comprimidos Revestidos,Biolab,Drogal,51.98,51.98,0.0,"Bissulfato de Clopidogrel é um medicamento utilizado para Prevenção de infarto do miocárdio (IM), acidente vascular cerebral (AVC), além de; Infarto do miocárdio, Acidente vascular cerebral (AVC), Doença arterial periférica, Fibrilação Atrial, Prevenção de tromboembólico, Combinação com o ácido acetilsalicílico (AAS) na prevenção de eventos aterotrombóticos e tromboembólicos. Na Drogal você encontra os melhores produtos."
70,4073991,Espironolactona 50mg EMS 30 Comprimidos,EMS,Drogal,41.85,41.85,0.0,Compre Espironolactona 50mg EMS 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
71,2194600,Hidroclorotiazida 25mg Neo Química 30 Comprimidos,Neo  Química,Drogal,3.84,3.84,0.0,Compre Hidroclorotiazida 25mg Neo Química 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
72,4077431,Domperidona 10mg EMS 60 Comprimidos,EMS,Drogal,39.9,39.9,0.0,Compre Domperidona 10mg EMS 60 Comprimidos com melhor preço e condição na farmácia online Drogal.
73,9987362,Qtern 5/10mg com 30 Comprimidos,Astrazeneca,Drogal,294.37,294.37,0.0,"Qtern é indicado em associação à metformina como auxiliar da dieta e do exercício físico para melhorar o controle da glicemia, isto é, do nível de açúcar no sangue, em adultos com diabetes mellitus tipo 2."
74,672084,Fluconazol 150mg Medley 2 Cápsulas,Medley,Drogal,36.65,36.65,0.0,Compre Fluconazol 150mg Medley 2 Cápsulas com melhor preço e condição na farmácia online Drogal.
75,9984280,Ibupril 400mg 10 Cápsulas Gelatinosas Moles,Ibupril,Drogal,24.65,24.65,0.0,Compre Ibupril 400mg 10 Cápsulas Gelatinosas Moles com melhor preço e condição na farmácia online Drogal.
76,9980062,Cloridrato de Metformina 850mg Prati-Donaduzzi 30 Comprimidos Revestidos,Prati Donaduzzi,Drogal,7.45,7.45,0.0,Compre Cloridrato de Metformina 850mg Prati-Donaduzzi 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
77,1340018,Desloratadina - Biosintética 05mg/ml xarope 100ml + seringa dosadora,Biosintetica - Generico,Drogal,72.83,72.83,0.0,Compre Desloratadina - Biosintética 05mg/ml xarope frasco com 100 + seringa dosadora com melhor preço e condição na farmácia online Drogal.
78,9988454,Solução Capilar Pant 50mg/ml Refil 50ml,Pant,Drogal,62.01,62.01,0.0,Compre Solução Capilar Pant 50mg/ml Refil 50ml com melhor preço e condição na farmácia online Drogal.
79,9980144,Albendazol Prati-Donaduzzi 400 mg com 5 comprimidos mastigáveis,Prati Donaduzzi,Drogal,40.27,40.27,0.0,Albendazol 400mg 5cpr (G) Prat
80,901954,Puran T4 50mcg 30 Comprimidos,Puran,Drogal,19.02,19.02,0.0,Compre Puran T4 50mcg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
81,9994498,Ammy 4mg 28 Comprimidos Revestidos,Ammy,Drogal,123.03,123.03,0.0,Compre Ammy 4mg 28 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
82,1840991,Enxak 1mg + 350mg + 100mg 12 Comprimidos,Enxak,Drogal,21.24,21.24,0.0,Compre Enxak 1mg + 350mg + 100mg 12 Comprimidos com melhor preço e condição na farmácia online Drogal.
83,4430017,Espironolactona 25mg Eurofarma 30 Comprimidos,Eurofarma,Drogal,26.64,26.64,0.0,Compre Espironolactona 25mg Eurofarma 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
84,9990347,Olmesartana Medoxomila 20mg Eurofarma 30 Comprimidos,Eurofarma - Generico,Drogal,46.55,46.55,0.0,"Olmesartana medoxomila é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica). Na Drogal você encontra os melhores medicamentos."
85,4430033,Betaistina 24mg Eurofarma 30 Comprimidos,Eurofarma - Generico,Drogal,36.01,36.01,0.0,"Este medicamento é indicado para síndrome de Ménière: caracterizada por 3 (três) principais sintomas: Vertigem, Zumbido nos ouvidos, Perda ou dificuldade de audição, Sensação de tontura: causada quando uma parte do seu ouvido interno que controla o seu equilíbrio não está. Na Drogal você encontra os melhores medicamentos."
86,9981377,Maleato de Enalapril 20mg Cimed 30 Comprimidos,Cimed,Drogal,32.78,32.78,0.0,Compre Maleato de Enalapril 20mg Cimed 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
87,673625,Albendazol 400mg Medley 1 Comprimido Mastigável,Medley - Generico,Drogal,8.49,8.49,0.0,Na Drogal você encontra todos os medicamentos que você precisa. Compre Albendazol  400mg  com 1 comprimido mastigável - Medley
88,190002,Gel Azelan 150mg/g 30g,Azelan,Drogal,89.22,89.22,0.0,Compre Gel Azelan 150mg/g 30g com melhor preço e condição na farmácia online Drogal.
89,9987453,Cetoprofeno 150mg EMS 10 Comprimidos,EMS,Drogal,47.03,47.03,0.0,Compre Cetoprofeno 150mg EMS 10 Comprimidos com melhor preço e condição na farmácia online Drogal.
90,9991034,Dozemast 1.000mcg 90 Comprimidos Sublinguais,Dozemast,Drogal,245.17,245.17,0.0,Compre Dozemast 1.000mcg 90 Comprimidos Sublinguais com melhor preço e condição na farmácia online Drogal.
91,9982685,Cloridrato de Fexofenadina 180mg Cimed 10 Comprimidos Revestidos,Cimed,Drogal,69.83,69.83,0.0,Compre Cloridrato de Fexofenadina 180mg Cimed 10 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
92,4077423,Domperidona 10mg EMS 30 Comprimidos,Slinda,Drogal,123.03,123.03,0.0,Compre Slinda 4mg 28 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
93,9992978,Slinda 4mg 28 Comprimidos Revestidos,EMS,Drogal,21.04,21.04,0.0,Compre Domperidona 10mg EMS 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
94,551929,Aerolin 5mg solução para nebulização nasal frasco com 10ml,Glaxo Smithkline,Drogal,22.74,22.74,0.0,Compre Aerolin 5mg solução para nebulização nasal frasco com 10ml com melhor preço e condição na farmácia online Drogal.
95,9987460,Espironolact 50mg Eurofarma 30 Comprimidos,Eurofarma - Generico,Drogal,41.9,41.9,0.0,A espironolactona é indicada no tratamento da hipertensão essencial. Compre na farmácia online.
96,671762,Diclofenaco Potássico 50mg Medley 20 Comprimidos,Medley,Drogal,11.49,11.49,0.0,Compre Diclofenaco Potássico 50mg Medley 20 Comprimidos com melhor preço e condição na farmácia online Drogal.
97,9987794,Pitavastatina Cálcica 2mg Eurofarma 30 Comprimidos Revestidos,Eurofarma - Generico,Drogal,94.61,94.61,0.0,Pitavastatina Cálcica é um medicamento utilizado para reduzir a produção do colesterol. Na Drogal você encontra os melhores medicamentos para sua saúde.
98,3930005,Cimelide 100mg 12 Comprimidos,Cimelide,Drogal,25.78,25.78,0.0,Compre Cimelide 100mg 12 Comprimidos com melhor preço e condição na farmácia online Drogal.
99,673862,Besilato de Anlodipino 5mg Medley 30 comprimidos,Takeda,Drogal,24.29,24.29,0.0,"DRAMIN B6 é indicado para prevenir e tratar os sintomas de enjoo, tontura e vômitos em geral, incluindo os vômitos e enjoos da gravidez. Compre na farmácia online Drogal."
100,9992836,Dramin B6 30 Comprimidos Revestidos,Medley - Generico,Drogal,22.21,22.21,0.0,Compre Besilato de Anlodipino 5mg Medley 30 comprimidos com melhor preço e condição na farmácia online Drogal.
101,902608,AAS Protect 100mg 30 Comprimidos Revestidos,Sanofi-Aventis,Drogal,22.16,22.16,0.0,Compre AAS Protect 100mg 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
102,9983672,Budesonida Suspensão Spray 32mcg EMS 120 Acionamentos,Ems - Genericos,Drogal,26.16,26.16,0.0,Encontre os medicamentos que você precisa aqui na DROGAL.
103,10683,XigDuo XR 5+1000mg com 60 comprimidos revestidos,Astrazeneca,Drogal,249.42,249.42,0.0,XigDuo XR é indicado como adjuvante à dieta e exercícios para melhorar o controle glicêmico em adultos com diabetes melittus tipo 2 quando o tratamento com ambos dapagliflozina e metformina é apropriado. XigDuo XR não é indicado para uso em pacientes com diabetes tipo 1. XigDuo XR não deve ser usado para o tratamento da cetoacidose diabética.
104,901938,Puran T4 75mcg 30 Comprimidos,Puran,Drogal,20.76,20.76,0.0,Compre Puran T4 75mcg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
105,9986586,Dozemast 1.000mcg 30 Comprimidos Sublinguais,Dozemast,Drogal,99.42,99.42,0.0,Compre Dozemast 1.000mcg 30 Comprimidos Sublinguais com melhor preço e condição na farmácia online Drogal.
106,4220013,"Cloridrato de Naratriptana 2,5mg 10 Comprimidos Revestidos - Nova Química",Cimed,Drogal,94.37,94.37,0.0,Compre Pantoprazol Sódico Sesqui-Hidratado 40mg Cimed 28 Comprimidos Revestidos de Liberação Prolongada com melhor preço e condição na farmácia online Drogal.
107,9981417,Pantoprazol Sódico Sesqui-Hidratado 40mg Cimed 28 Comprimidos Revestidos de Liberação Prolongada,Novaquimica - Generico,Drogal,36.08,36.08,0.0,"O Cloridrato de Naratriptana é indicado para o tratamento agudo de crises de enxaqueca, com ou sem aura. Na Drogal você encontra os melhores produtos."
108,9980413,Cobavital 30 Microcomprimidos,Cobavital,Drogal,39.72,39.72,0.0,Compre Cobavital 30 Microcomprimidos com melhor preço e condição na farmácia online Drogal.
109,4110003,Furosemida - Teuto 40mg caixa com 20 comprimidos,Teuto Generico,Drogal,7.88,7.88,0.0,"Furosemida é indicado nos casos de:

- Hipertensão arterial leve a moderada;
- Edema (inchaço) devido a distúrbios do coração, do fígado e dos rins;
- Edema (inchaço) devido a queimaduras."
110,4073185,Maleato de Enalapril 10mg 30 Comprimidos EMS,Ems - Genericos,Drogal,21.43,21.43,0.0,"O maleato de enalapril é indicado para o tratamento de todos os graus de hipertensão essencial, tratamento da hipertensão renovascular e todos os graus de insuficiência cardíaca."
111,1510015,"Puran T4 62,5mcg 30 Comprimidos",Puran,Drogal,18.12,18.12,0.0,"Compre Puran T4 62,5mcg 30 Comprimidos com melhor preço e condição na farmácia online Drogal."
